     1   4.0428538E-05
     2   9.2777560E-07
     3   9.7957772E+07
     4   2.4344698E+06
     5   9.9432462E-01
     6   9.9999997E+06
     7   1.0000000E+03
     8   3.2114267-322
     9   5.2862909-310
    10   0.0000000E+00
    11   0.0000000E+00
    12   0.0000000E+00
    13   5.2862909-310
    14   5.2850339-310
    15   3.1620201-322
    16   5.5829418-322
    17   5.2862909-310
    18   1.2094529E+20
