 NS  KS  AS  CS  KI  AI  CI 
 0.1055E-00016  0.8743E-00004  0.2151E+00000  0.3938E+00000  0.2620E-00003  0.7864E-00004  0.6229E-00004
 0.9809E-00017  0.8720E-00004  0.2077E+00000  0.3843E+00000  0.2618E-00003  0.7849E-00004  0.6218E-00004
 0.9117E-00017  0.8696E-00004  0.2004E+00000  0.3749E+00000  0.2616E-00003  0.7835E-00004  0.6207E-00004
 0.8473E-00017  0.8672E-00004  0.1935E+00000  0.3658E+00000  0.2613E-00003  0.7821E-00004  0.6196E-00004
 0.7875E-00017  0.8649E-00004  0.1868E+00000  0.3570E+00000  0.2611E-00003  0.7807E-00004  0.6184E-00004
 0.7320E-00017  0.8626E-00004  0.1803E+00000  0.3483E+00000  0.2609E-00003  0.7793E-00004  0.6173E-00004
 0.6803E-00017  0.8602E-00004  0.1740E+00000  0.3399E+00000  0.2606E-00003  0.7779E-00004  0.6162E-00004
 0.6323E-00017  0.8579E-00004  0.1680E+00000  0.3316E+00000  0.2604E-00003  0.7765E-00004  0.6151E-00004
 0.5877E-00017  0.8556E-00004  0.1621E+00000  0.3236E+00000  0.2602E-00003  0.7751E-00004  0.6140E-00004
 0.5462E-00017  0.8533E-00004  0.1565E+00000  0.3157E+00000  0.2599E-00003  0.7737E-00004  0.6129E-00004
 0.5077E-00017  0.8509E-00004  0.1510E+00000  0.3080E+00000  0.2597E-00003  0.7723E-00004  0.6118E-00004
 0.4718E-00017  0.8486E-00004  0.1458E+00000  0.3006E+00000  0.2595E-00003  0.7709E-00004  0.6107E-00004
 0.4385E-00017  0.8463E-00004  0.1407E+00000  0.2933E+00000  0.2592E-00003  0.7695E-00004  0.6096E-00004
 0.4076E-00017  0.8441E-00004  0.1358E+00000  0.2861E+00000  0.2590E-00003  0.7681E-00004  0.6085E-00004
 0.3788E-00017  0.8418E-00004  0.1311E+00000  0.2792E+00000  0.2588E-00003  0.7667E-00004  0.6074E-00004
 0.3521E-00017  0.8395E-00004  0.1266E+00000  0.2724E+00000  0.2585E-00003  0.7653E-00004  0.6063E-00004
 0.3272E-00017  0.8372E-00004  0.1222E+00000  0.2658E+00000  0.2583E-00003  0.7640E-00004  0.6052E-00004
 0.3041E-00017  0.8350E-00004  0.1179E+00000  0.2593E+00000  0.2581E-00003  0.7626E-00004  0.6041E-00004
 0.2827E-00017  0.8327E-00004  0.1138E+00000  0.2530E+00000  0.2578E-00003  0.7612E-00004  0.6030E-00004
 0.2627E-00017  0.8304E-00004  0.1099E+00000  0.2469E+00000  0.2576E-00003  0.7598E-00004  0.6019E-00004
 0.2442E-00017  0.8282E-00004  0.1060E+00000  0.2409E+00000  0.2574E-00003  0.7585E-00004  0.6008E-00004
 0.2270E-00017  0.8260E-00004  0.1024E+00000  0.2350E+00000  0.2571E-00003  0.7571E-00004  0.5998E-00004
 0.2109E-00017  0.8237E-00004  0.9880E-00001  0.2293E+00000  0.2569E-00003  0.7557E-00004  0.5987E-00004
 0.1961E-00017  0.8215E-00004  0.9537E-00001  0.2237E+00000  0.2567E-00003  0.7544E-00004  0.5976E-00004
 0.1822E-00017  0.8193E-00004  0.9205E-00001  0.2183E+00000  0.2564E-00003  0.7530E-00004  0.5965E-00004
 0.1694E-00017  0.8170E-00004  0.8885E-00001  0.2130E+00000  0.2562E-00003  0.7516E-00004  0.5954E-00004
 0.1574E-00017  0.8148E-00004  0.8576E-00001  0.2078E+00000  0.2560E-00003  0.7503E-00004  0.5944E-00004
 0.1463E-00017  0.8126E-00004  0.8278E-00001  0.2028E+00000  0.2557E-00003  0.7489E-00004  0.5933E-00004
 0.1360E-00017  0.8104E-00004  0.7991E-00001  0.1978E+00000  0.2555E-00003  0.7476E-00004  0.5922E-00004
 0.1264E-00017  0.8082E-00004  0.7713E-00001  0.1930E+00000  0.2553E-00003  0.7462E-00004  0.5911E-00004
 0.1175E-00017  0.8061E-00004  0.7445E-00001  0.1883E+00000  0.2550E-00003  0.7449E-00004  0.5901E-00004
 0.1092E-00017  0.8039E-00004  0.7186E-00001  0.1838E+00000  0.2548E-00003  0.7435E-00004  0.5890E-00004
 0.1015E-00017  0.8017E-00004  0.6936E-00001  0.1793E+00000  0.2546E-00003  0.7422E-00004  0.5880E-00004
 0.9431E-00018  0.7995E-00004  0.6695E-00001  0.1749E+00000  0.2544E-00003  0.7409E-00004  0.5869E-00004
 0.8765E-00018  0.7974E-00004  0.6463E-00001  0.1707E+00000  0.2541E-00003  0.7395E-00004  0.5858E-00004
 0.8146E-00018  0.7952E-00004  0.6238E-00001  0.1665E+00000  0.2539E-00003  0.7382E-00004  0.5848E-00004
 0.7572E-00018  0.7931E-00004  0.6021E-00001  0.1625E+00000  0.2537E-00003  0.7369E-00004  0.5837E-00004
 0.7037E-00018  0.7909E-00004  0.5812E-00001  0.1585E+00000  0.2534E-00003  0.7355E-00004  0.5827E-00004
 0.6541E-00018  0.7888E-00004  0.5610E-00001  0.1546E+00000  0.2532E-00003  0.7342E-00004  0.5816E-00004
 0.6079E-00018  0.7866E-00004  0.5415E-00001  0.1509E+00000  0.2530E-00003  0.7329E-00004  0.5806E-00004
 0.5650E-00018  0.7845E-00004  0.5227E-00001  0.1472E+00000  0.2528E-00003  0.7316E-00004  0.5795E-00004
 0.5251E-00018  0.7824E-00004  0.5045E-00001  0.1436E+00000  0.2525E-00003  0.7302E-00004  0.5785E-00004
 0.4881E-00018  0.7803E-00004  0.4870E-00001  0.1401E+00000  0.2523E-00003  0.7289E-00004  0.5774E-00004
 0.4536E-00018  0.7782E-00004  0.4701E-00001  0.1367E+00000  0.2521E-00003  0.7276E-00004  0.5764E-00004
 0.4216E-00018  0.7760E-00004  0.4537E-00001  0.1334E+00000  0.2518E-00003  0.7263E-00004  0.5754E-00004
 0.3919E-00018  0.7739E-00004  0.4380E-00001  0.1301E+00000  0.2516E-00003  0.7250E-00004  0.5743E-00004
 0.3642E-00018  0.7719E-00004  0.4227E-00001  0.1270E+00000  0.2514E-00003  0.7237E-00004  0.5733E-00004
 0.3385E-00018  0.7698E-00004  0.4080E-00001  0.1239E+00000  0.2512E-00003  0.7224E-00004  0.5722E-00004
 0.3146E-00018  0.7677E-00004  0.3939E-00001  0.1209E+00000  0.2509E-00003  0.7211E-00004  0.5712E-00004
 0.2924E-00018  0.7656E-00004  0.3802E-00001  0.1179E+00000  0.2507E-00003  0.7198E-00004  0.5702E-00004
 0.2718E-00018  0.7635E-00004  0.3670E-00001  0.1150E+00000  0.2505E-00003  0.7185E-00004  0.5692E-00004
 0.2526E-00018  0.7615E-00004  0.3542E-00001  0.1122E+00000  0.2503E-00003  0.7172E-00004  0.5681E-00004
 0.2348E-00018  0.7594E-00004  0.3419E-00001  0.1095E+00000  0.2500E-00003  0.7159E-00004  0.5671E-00004
 0.2182E-00018  0.7573E-00004  0.3300E-00001  0.1068E+00000  0.2498E-00003  0.7146E-00004  0.5661E-00004
 0.2028E-00018  0.7553E-00004  0.3186E-00001  0.1042E+00000  0.2496E-00003  0.7133E-00004  0.5651E-00004
 0.1885E-00018  0.7533E-00004  0.3075E-00001  0.1017E+00000  0.2494E-00003  0.7120E-00004  0.5640E-00004
 0.1752E-00018  0.7512E-00004  0.2968E-00001  0.9922E-00001  0.2491E-00003  0.7107E-00004  0.5630E-00004
 0.1628E-00018  0.7492E-00004  0.2865E-00001  0.9680E-00001  0.2489E-00003  0.7094E-00004  0.5620E-00004
 0.1513E-00018  0.7472E-00004  0.2765E-00001  0.9444E-00001  0.2487E-00003  0.7082E-00004  0.5610E-00004
 0.1407E-00018  0.7451E-00004  0.2669E-00001  0.9214E-00001  0.2485E-00003  0.7069E-00004  0.5600E-00004
 0.1307E-00018  0.7431E-00004  0.2576E-00001  0.8989E-00001  0.2482E-00003  0.7056E-00004  0.5590E-00004
 0.1215E-00018  0.7411E-00004  0.2487E-00001  0.8770E-00001  0.2480E-00003  0.7043E-00004  0.5580E-00004
 0.1129E-00018  0.7391E-00004  0.2400E-00001  0.8556E-00001  0.2478E-00003  0.7031E-00004  0.5570E-00004
 0.1050E-00018  0.7371E-00004  0.2317E-00001  0.8348E-00001  0.2476E-00003  0.7018E-00004  0.5559E-00004
 0.9755E-00019  0.7351E-00004  0.2236E-00001  0.8144E-00001  0.2473E-00003  0.7005E-00004  0.5549E-00004
 0.9067E-00019  0.7331E-00004  0.2159E-00001  0.7945E-00001  0.2471E-00003  0.6993E-00004  0.5539E-00004
 0.8427E-00019  0.7311E-00004  0.2084E-00001  0.7752E-00001  0.2469E-00003  0.6980E-00004  0.5529E-00004
 0.7832E-00019  0.7292E-00004  0.2011E-00001  0.7563E-00001  0.2467E-00003  0.6967E-00004  0.5519E-00004
 0.7280E-00019  0.7272E-00004  0.1941E-00001  0.7378E-00001  0.2464E-00003  0.6955E-00004  0.5509E-00004
 0.6766E-00019  0.7252E-00004  0.1874E-00001  0.7198E-00001  0.2462E-00003  0.6942E-00004  0.5500E-00004
 0.6288E-00019  0.7233E-00004  0.1809E-00001  0.7023E-00001  0.2460E-00003  0.6930E-00004  0.5490E-00004
 0.5845E-00019  0.7213E-00004  0.1746E-00001  0.6851E-00001  0.2458E-00003  0.6917E-00004  0.5480E-00004
 0.5432E-00019  0.7193E-00004  0.1685E-00001  0.6684E-00001  0.2456E-00003  0.6905E-00004  0.5470E-00004
 0.5049E-00019  0.7174E-00004  0.1627E-00001  0.6521E-00001  0.2453E-00003  0.6892E-00004  0.5460E-00004
 0.4692E-00019  0.7155E-00004  0.1570E-00001  0.6362E-00001  0.2451E-00003  0.6880E-00004  0.5450E-00004
 0.4361E-00019  0.7135E-00004  0.1516E-00001  0.6207E-00001  0.2449E-00003  0.6868E-00004  0.5440E-00004
 0.4054E-00019  0.7116E-00004  0.1463E-00001  0.6055E-00001  0.2447E-00003  0.6855E-00004  0.5430E-00004
 0.3767E-00019  0.7097E-00004  0.1412E-00001  0.5908E-00001  0.2445E-00003  0.6843E-00004  0.5421E-00004
 0.3502E-00019  0.7077E-00004  0.1363E-00001  0.5763E-00001  0.2442E-00003  0.6830E-00004  0.5411E-00004
 0.3254E-00019  0.7058E-00004  0.1316E-00001  0.5623E-00001  0.2440E-00003  0.6818E-00004  0.5401E-00004
 0.3025E-00019  0.7039E-00004  0.1270E-00001  0.5486E-00001  0.2438E-00003  0.6806E-00004  0.5391E-00004
 0.2811E-00019  0.7020E-00004  0.1226E-00001  0.5352E-00001  0.2436E-00003  0.6794E-00004  0.5382E-00004
 0.2613E-00019  0.7001E-00004  0.1183E-00001  0.5221E-00001  0.2434E-00003  0.6781E-00004  0.5372E-00004
 0.2429E-00019  0.6982E-00004  0.1142E-00001  0.5094E-00001  0.2431E-00003  0.6769E-00004  0.5362E-00004
 0.2257E-00019  0.6963E-00004  0.1102E-00001  0.4969E-00001  0.2429E-00003  0.6757E-00004  0.5353E-00004
 0.2098E-00019  0.6944E-00004  0.1064E-00001  0.4848E-00001  0.2427E-00003  0.6745E-00004  0.5343E-00004
 0.1950E-00019  0.6926E-00004  0.1027E-00001  0.4730E-00001  0.2425E-00003  0.6732E-00004  0.5333E-00004
 0.1812E-00019  0.6907E-00004  0.9914E-00002  0.4614E-00001  0.2423E-00003  0.6720E-00004  0.5324E-00004
 0.1684E-00019  0.6888E-00004  0.9569E-00002  0.4501E-00001  0.2420E-00003  0.6708E-00004  0.5314E-00004
 0.1565E-00019  0.6870E-00004  0.9237E-00002  0.4392E-00001  0.2418E-00003  0.6696E-00004  0.5304E-00004
 0.1455E-00019  0.6851E-00004  0.8916E-00002  0.4284E-00001  0.2416E-00003  0.6684E-00004  0.5295E-00004
 0.1352E-00019  0.6832E-00004  0.8606E-00002  0.4180E-00001  0.2414E-00003  0.6672E-00004  0.5285E-00004
 0.1257E-00019  0.6814E-00004  0.8307E-00002  0.4078E-00001  0.2412E-00003  0.6660E-00004  0.5276E-00004
 0.1168E-00019  0.6795E-00004  0.8018E-00002  0.3978E-00001  0.2409E-00003  0.6648E-00004  0.5266E-00004
 0.1086E-00019  0.6777E-00004  0.7739E-00002  0.3881E-00001  0.2407E-00003  0.6636E-00004  0.5257E-00004
 0.1009E-00019  0.6759E-00004  0.7470E-00002  0.3786E-00001  0.2405E-00003  0.6624E-00004  0.5247E-00004
 0.9379E-00020  0.6740E-00004  0.7211E-00002  0.3694E-00001  0.2403E-00003  0.6612E-00004  0.5238E-00004
 0.8717E-00020  0.6722E-00004  0.6960E-00002  0.3603E-00001  0.2401E-00003  0.6600E-00004  0.5228E-00004
 0.8102E-00020  0.6704E-00004  0.6718E-00002  0.3515E-00001  0.2399E-00003  0.6588E-00004  0.5219E-00004
 0.7530E-00020  0.6686E-00004  0.6485E-00002  0.3429E-00001  0.2396E-00003  0.6576E-00004  0.5210E-00004
 0.6999E-00020  0.6668E-00004  0.6259E-00002  0.3346E-00001  0.2394E-00003  0.6564E-00004  0.5200E-00004
 0.6505E-00020  0.6650E-00004  0.6042E-00002  0.3264E-00001  0.2392E-00003  0.6553E-00004  0.5191E-00004
 0.6046E-00020  0.6632E-00004  0.5832E-00002  0.3184E-00001  0.2390E-00003  0.6541E-00004  0.5181E-00004
 0.5619E-00020  0.6614E-00004  0.5629E-00002  0.3106E-00001  0.2388E-00003  0.6529E-00004  0.5172E-00004
 0.5223E-00020  0.6596E-00004  0.5434E-00002  0.3031E-00001  0.2386E-00003  0.6517E-00004  0.5163E-00004
 0.4854E-00020  0.6578E-00004  0.5245E-00002  0.2956E-00001  0.2384E-00003  0.6505E-00004  0.5153E-00004
 0.4511E-00020  0.6560E-00004  0.5062E-00002  0.2884E-00001  0.2381E-00003  0.6494E-00004  0.5144E-00004
 0.4193E-00020  0.6543E-00004  0.4887E-00002  0.2814E-00001  0.2379E-00003  0.6482E-00004  0.5135E-00004
 0.3897E-00020  0.6525E-00004  0.4717E-00002  0.2745E-00001  0.2377E-00003  0.6470E-00004  0.5126E-00004
 0.3622E-00020  0.6507E-00004  0.4553E-00002  0.2678E-00001  0.2375E-00003  0.6459E-00004  0.5116E-00004
 0.3367E-00020  0.6490E-00004  0.4395E-00002  0.2612E-00001  0.2373E-00003  0.6447E-00004  0.5107E-00004
 0.3129E-00020  0.6472E-00004  0.4242E-00002  0.2549E-00001  0.2371E-00003  0.6435E-00004  0.5098E-00004
 0.2908E-00020  0.6454E-00004  0.4094E-00002  0.2486E-00001  0.2369E-00003  0.6424E-00004  0.5089E-00004
 0.2703E-00020  0.6437E-00004  0.3952E-00002  0.2426E-00001  0.2366E-00003  0.6412E-00004  0.5080E-00004
 0.2512E-00020  0.6420E-00004  0.3815E-00002  0.2366E-00001  0.2364E-00003  0.6401E-00004  0.5070E-00004
 0.2335E-00020  0.6402E-00004  0.3682E-00002  0.2308E-00001  0.2362E-00003  0.6389E-00004  0.5061E-00004
 0.2170E-00020  0.6385E-00004  0.3554E-00002  0.2252E-00001  0.2360E-00003  0.6377E-00004  0.5052E-00004
 0.2017E-00020  0.6368E-00004  0.3431E-00002  0.2197E-00001  0.2358E-00003  0.6366E-00004  0.5043E-00004
 0.1875E-00020  0.6350E-00004  0.3311E-00002  0.2143E-00001  0.2356E-00003  0.6354E-00004  0.5034E-00004
 0.1742E-00020  0.6333E-00004  0.3196E-00002  0.2091E-00001  0.2354E-00003  0.6343E-00004  0.5025E-00004
 0.1619E-00020  0.6316E-00004  0.3085E-00002  0.2040E-00001  0.2351E-00003  0.6332E-00004  0.5016E-00004
 0.1505E-00020  0.6299E-00004  0.2978E-00002  0.1990E-00001  0.2349E-00003  0.6320E-00004  0.5007E-00004
 0.1399E-00020  0.6282E-00004  0.2875E-00002  0.1941E-00001  0.2347E-00003  0.6309E-00004  0.4998E-00004
 0.1300E-00020  0.6265E-00004  0.2775E-00002  0.1894E-00001  0.2345E-00003  0.6297E-00004  0.4989E-00004
 0.1208E-00020  0.6248E-00004  0.2678E-00002  0.1847E-00001  0.2343E-00003  0.6286E-00004  0.4980E-00004
 0.1123E-00020  0.6231E-00004  0.2585E-00002  0.1802E-00001  0.2341E-00003  0.6275E-00004  0.4971E-00004
 0.1044E-00020  0.6214E-00004  0.2495E-00002  0.1758E-00001  0.2339E-00003  0.6263E-00004  0.4962E-00004
 0.9702E-00021  0.6197E-00004  0.2409E-00002  0.1715E-00001  0.2337E-00003  0.6252E-00004  0.4953E-00004
 0.9017E-00021  0.6181E-00004  0.2325E-00002  0.1673E-00001  0.2335E-00003  0.6241E-00004  0.4944E-00004
 0.8381E-00021  0.6164E-00004  0.2244E-00002  0.1632E-00001  0.2332E-00003  0.6230E-00004  0.4935E-00004
 0.7789E-00021  0.6147E-00004  0.2166E-00002  0.1592E-00001  0.2330E-00003  0.6218E-00004  0.4926E-00004
 0.7240E-00021  0.6131E-00004  0.2091E-00002  0.1553E-00001  0.2328E-00003  0.6207E-00004  0.4917E-00004
 0.6729E-00021  0.6114E-00004  0.2018E-00002  0.1515E-00001  0.2326E-00003  0.6196E-00004  0.4908E-00004
 0.6254E-00021  0.6097E-00004  0.1948E-00002  0.1478E-00001  0.2324E-00003  0.6185E-00004  0.4899E-00004
 0.5813E-00021  0.6081E-00004  0.1880E-00002  0.1442E-00001  0.2322E-00003  0.6174E-00004  0.4891E-00004
 0.5402E-00021  0.6064E-00004  0.1815E-00002  0.1407E-00001  0.2320E-00003  0.6162E-00004  0.4882E-00004
 0.5021E-00021  0.6048E-00004  0.1752E-00002  0.1373E-00001  0.2318E-00003  0.6151E-00004  0.4873E-00004
 0.4667E-00021  0.6032E-00004  0.1691E-00002  0.1339E-00001  0.2316E-00003  0.6140E-00004  0.4864E-00004
 0.4337E-00021  0.6015E-00004  0.1632E-00002  0.1306E-00001  0.2314E-00003  0.6129E-00004  0.4855E-00004
 0.4031E-00021  0.5999E-00004  0.1576E-00002  0.1274E-00001  0.2312E-00003  0.6118E-00004  0.4847E-00004
 0.3747E-00021  0.5983E-00004  0.1521E-00002  0.1243E-00001  0.2309E-00003  0.6107E-00004  0.4838E-00004
 0.3482E-00021  0.5967E-00004  0.1468E-00002  0.1213E-00001  0.2307E-00003  0.6096E-00004  0.4829E-00004
 0.3237E-00021  0.5951E-00004  0.1417E-00002  0.1183E-00001  0.2305E-00003  0.6085E-00004  0.4820E-00004
 0.3008E-00021  0.5934E-00004  0.1368E-00002  0.1154E-00001  0.2303E-00003  0.6074E-00004  0.4812E-00004
 0.2796E-00021  0.5918E-00004  0.1320E-00002  0.1126E-00001  0.2301E-00003  0.6063E-00004  0.4803E-00004
 0.2599E-00021  0.5902E-00004  0.1274E-00002  0.1098E-00001  0.2299E-00003  0.6052E-00004  0.4794E-00004
 0.2415E-00021  0.5886E-00004  0.1230E-00002  0.1071E-00001  0.2297E-00003  0.6041E-00004  0.4786E-00004
 0.2245E-00021  0.5870E-00004  0.1187E-00002  0.1045E-00001  0.2295E-00003  0.6030E-00004  0.4777E-00004
 0.2086E-00021  0.5855E-00004  0.1146E-00002  0.1020E-00001  0.2293E-00003  0.6019E-00004  0.4768E-00004
 0.1939E-00021  0.5839E-00004  0.1106E-00002  0.9946E-00002  0.2291E-00003  0.6009E-00004  0.4760E-00004
 0.1802E-00021  0.5823E-00004  0.1068E-00002  0.9703E-00002  0.2289E-00003  0.5998E-00004  0.4751E-00004
 0.1675E-00021  0.5807E-00004  0.1031E-00002  0.9465E-00002  0.2287E-00003  0.5987E-00004  0.4743E-00004
 0.1557E-00021  0.5791E-00004  0.9948E-00003  0.9234E-00002  0.2285E-00003  0.5976E-00004  0.4734E-00004
 0.1447E-00021  0.5776E-00004  0.9602E-00003  0.9008E-00002  0.2282E-00003  0.5965E-00004  0.4726E-00004
 0.1345E-00021  0.5760E-00004  0.9268E-00003  0.8787E-00002  0.2280E-00003  0.5955E-00004  0.4717E-00004
 0.1250E-00021  0.5745E-00004  0.8946E-00003  0.8572E-00002  0.2278E-00003  0.5944E-00004  0.4709E-00004
 0.1162E-00021  0.5729E-00004  0.8635E-00003  0.8362E-00002  0.2276E-00003  0.5933E-00004  0.4700E-00004
 0.1080E-00021  0.5713E-00004  0.8335E-00003  0.8158E-00002  0.2274E-00003  0.5922E-00004  0.4692E-00004
 0.1004E-00021  0.5698E-00004  0.8045E-00003  0.7958E-00002  0.2272E-00003  0.5912E-00004  0.4683E-00004
 0.9328E-00022  0.5683E-00004  0.7766E-00003  0.7763E-00002  0.2270E-00003  0.5901E-00004  0.4675E-00004
 0.8669E-00022  0.5667E-00004  0.7496E-00003  0.7573E-00002  0.2268E-00003  0.5890E-00004  0.4666E-00004
 0.8058E-00022  0.5652E-00004  0.7235E-00003  0.7388E-00002  0.2266E-00003  0.5880E-00004  0.4658E-00004
 0.7489E-00022  0.5637E-00004  0.6984E-00003  0.7207E-00002  0.2264E-00003  0.5869E-00004  0.4649E-00004
 0.6960E-00022  0.5621E-00004  0.6741E-00003  0.7031E-00002  0.2262E-00003  0.5859E-00004  0.4641E-00004
 0.6469E-00022  0.5606E-00004  0.6507E-00003  0.6858E-00002  0.2260E-00003  0.5848E-00004  0.4633E-00004
 0.6013E-00022  0.5591E-00004  0.6281E-00003  0.6691E-00002  0.2258E-00003  0.5837E-00004  0.4624E-00004
 0.5588E-00022  0.5576E-00004  0.6062E-00003  0.6527E-00002  0.2256E-00003  0.5827E-00004  0.4616E-00004
 0.5194E-00022  0.5561E-00004  0.5852E-00003  0.6367E-00002  0.2254E-00003  0.5816E-00004  0.4608E-00004
 0.4827E-00022  0.5546E-00004  0.5648E-00003  0.6211E-00002  0.2252E-00003  0.5806E-00004  0.4599E-00004
 0.4487E-00022  0.5531E-00004  0.5452E-00003  0.6059E-00002  0.2250E-00003  0.5795E-00004  0.4591E-00004
 0.4170E-00022  0.5516E-00004  0.5263E-00003  0.5911E-00002  0.2248E-00003  0.5785E-00004  0.4583E-00004
 0.3876E-00022  0.5501E-00004  0.5080E-00003  0.5766E-00002  0.2246E-00003  0.5775E-00004  0.4574E-00004
 0.3602E-00022  0.5486E-00004  0.4903E-00003  0.5625E-00002  0.2244E-00003  0.5764E-00004  0.4566E-00004
 0.3348E-00022  0.5471E-00004  0.4733E-00003  0.5487E-00002  0.2242E-00003  0.5754E-00004  0.4558E-00004
 0.3112E-00022  0.5456E-00004  0.4568E-00003  0.5353E-00002  0.2240E-00003  0.5743E-00004  0.4550E-00004
 0.2892E-00022  0.5441E-00004  0.4410E-00003  0.5222E-00002  0.2238E-00003  0.5733E-00004  0.4542E-00004
 0.2688E-00022  0.5427E-00004  0.4256E-00003  0.5094E-00002  0.2236E-00003  0.5723E-00004  0.4533E-00004
 0.2498E-00022  0.5412E-00004  0.4108E-00003  0.4969E-00002  0.2234E-00003  0.5712E-00004  0.4525E-00004
 0.2322E-00022  0.5397E-00004  0.3966E-00003  0.4847E-00002  0.2232E-00003  0.5702E-00004  0.4517E-00004
 0.2158E-00022  0.5383E-00004  0.3828E-00003  0.4729E-00002  0.2230E-00003  0.5692E-00004  0.4509E-00004
 0.2006E-00022  0.5368E-00004  0.3695E-00003  0.4613E-00002  0.2228E-00003  0.5681E-00004  0.4501E-00004
 0.1864E-00022  0.5354E-00004  0.3566E-00003  0.4500E-00002  0.2226E-00003  0.5671E-00004  0.4493E-00004
 0.1733E-00022  0.5339E-00004  0.3442E-00003  0.4390E-00002  0.2224E-00003  0.5661E-00004  0.4484E-00004
 0.1610E-00022  0.5325E-00004  0.3323E-00003  0.4282E-00002  0.2222E-00003  0.5651E-00004  0.4476E-00004
 0.1497E-00022  0.5310E-00004  0.3207E-00003  0.4177E-00002  0.2220E-00003  0.5641E-00004  0.4468E-00004
 0.1391E-00022  0.5296E-00004  0.3096E-00003  0.4075E-00002  0.2218E-00003  0.5630E-00004  0.4460E-00004
 0.1293E-00022  0.5282E-00004  0.2988E-00003  0.3975E-00002  0.2216E-00003  0.5620E-00004  0.4452E-00004
 0.1202E-00022  0.5267E-00004  0.2884E-00003  0.3878E-00002  0.2214E-00003  0.5610E-00004  0.4444E-00004
 0.1117E-00022  0.5253E-00004  0.2784E-00003  0.3783E-00002  0.2212E-00003  0.5600E-00004  0.4436E-00004
 0.1038E-00022  0.5239E-00004  0.2687E-00003  0.3690E-00002  0.2210E-00003  0.5590E-00004  0.4428E-00004
 0.9649E-00023  0.5225E-00004  0.2594E-00003  0.3600E-00002  0.2208E-00003  0.5580E-00004  0.4420E-00004
 0.8968E-00023  0.5211E-00004  0.2504E-00003  0.3512E-00002  0.2206E-00003  0.5570E-00004  0.4412E-00004
 0.8335E-00023  0.5197E-00004  0.2417E-00003  0.3426E-00002  0.2204E-00003  0.5560E-00004  0.4404E-00004
 0.7747E-00023  0.5182E-00004  0.2333E-00003  0.3342E-00002  0.2202E-00003  0.5550E-00004  0.4396E-00004
 0.7200E-00023  0.5168E-00004  0.2252E-00003  0.3260E-00002  0.2200E-00003  0.5540E-00004  0.4388E-00004
 0.6692E-00023  0.5154E-00004  0.2173E-00003  0.3180E-00002  0.2198E-00003  0.5530E-00004  0.4380E-00004
 0.6220E-00023  0.5140E-00004  0.2098E-00003  0.3102E-00002  0.2196E-00003  0.5520E-00004  0.4373E-00004
 0.5781E-00023  0.5127E-00004  0.2025E-00003  0.3026E-00002  0.2194E-00003  0.5510E-00004  0.4365E-00004
 0.5373E-00023  0.5113E-00004  0.1955E-00003  0.2952E-00002  0.2192E-00003  0.5500E-00004  0.4357E-00004
 0.4994E-00023  0.5099E-00004  0.1887E-00003  0.2880E-00002  0.2190E-00003  0.5490E-00004  0.4349E-00004
 0.4641E-00023  0.5085E-00004  0.1821E-00003  0.2809E-00002  0.2188E-00003  0.5480E-00004  0.4341E-00004
 0.4314E-00023  0.5071E-00004  0.1758E-00003  0.2740E-00002  0.2186E-00003  0.5470E-00004  0.4333E-00004
 0.4009E-00023  0.5058E-00004  0.1697E-00003  0.2673E-00002  0.2184E-00003  0.5460E-00004  0.4325E-00004
 0.3726E-00023  0.5044E-00004  0.1638E-00003  0.2608E-00002  0.2182E-00003  0.5450E-00004  0.4318E-00004
 0.3463E-00023  0.5030E-00004  0.1581E-00003  0.2544E-00002  0.2180E-00003  0.5440E-00004  0.4310E-00004
 0.3219E-00023  0.5017E-00004  0.1526E-00003  0.2482E-00002  0.2178E-00003  0.5431E-00004  0.4302E-00004
 0.2992E-00023  0.5003E-00004  0.1473E-00003  0.2421E-00002  0.2176E-00003  0.5421E-00004  0.4294E-00004
 0.2781E-00023  0.4990E-00004  0.1422E-00003  0.2361E-00002  0.2174E-00003  0.5411E-00004  0.4287E-00004
 0.2584E-00023  0.4976E-00004  0.1372E-00003  0.2304E-00002  0.2172E-00003  0.5401E-00004  0.4279E-00004
 0.2402E-00023  0.4963E-00004  0.1325E-00003  0.2247E-00002  0.2170E-00003  0.5392E-00004  0.4271E-00004
 0.2233E-00023  0.4949E-00004  0.1279E-00003  0.2192E-00002  0.2168E-00003  0.5382E-00004  0.4263E-00004
 0.2075E-00023  0.4936E-00004  0.1234E-00003  0.2138E-00002  0.2166E-00003  0.5372E-00004  0.4256E-00004
 0.1929E-00023  0.4922E-00004  0.1191E-00003  0.2086E-00002  0.2164E-00003  0.5362E-00004  0.4248E-00004
 0.1792E-00023  0.4909E-00004  0.1150E-00003  0.2035E-00002  0.2162E-00003  0.5353E-00004  0.4240E-00004
 0.1666E-00023  0.4896E-00004  0.1110E-00003  0.1985E-00002  0.2160E-00003  0.5343E-00004  0.4233E-00004
 0.1548E-00023  0.4883E-00004  0.1071E-00003  0.1936E-00002  0.2158E-00003  0.5333E-00004  0.4225E-00004
 0.1439E-00023  0.4869E-00004  0.1034E-00003  0.1889E-00002  0.2156E-00003  0.5324E-00004  0.4217E-00004
 0.1338E-00023  0.4856E-00004  0.9981E-00004  0.1843E-00002  0.2154E-00003  0.5314E-00004  0.4210E-00004
