 NS  KS  AS  CS  KI  AI  CI 
 0.8959E-00010  0.3876E+00002  0.4794E+00003  0.6614E+00002  0.6060E+00002  0.5257E+00000  0.9234E-00004
 0.8327E-00010  0.3621E+00002  0.4628E+00003  0.6479E+00002  0.5713E+00002  0.4865E+00000  0.9218E-00004
 0.7740E-00010  0.3383E+00002  0.4467E+00003  0.6347E+00002  0.5385E+00002  0.4501E+00000  0.9201E-00004
 0.7193E-00010  0.3160E+00002  0.4312E+00003  0.6218E+00002  0.5076E+00002  0.4165E+00000  0.9184E-00004
 0.6686E-00010  0.2952E+00002  0.4162E+00003  0.6090E+00002  0.4785E+00002  0.3854E+00000  0.9168E-00004
 0.6214E-00010  0.2758E+00002  0.4018E+00003  0.5965E+00002  0.4511E+00002  0.3566E+00000  0.9151E-00004
 0.5775E-00010  0.2577E+00002  0.3879E+00003  0.5842E+00002  0.4252E+00002  0.3300E+00000  0.9135E-00004
 0.5368E-00010  0.2407E+00002  0.3744E+00003  0.5721E+00002  0.4008E+00002  0.3054E+00000  0.9118E-00004
 0.4989E-00010  0.2249E+00002  0.3614E+00003  0.5602E+00002  0.3778E+00002  0.2826E+00000  0.9102E-00004
 0.4637E-00010  0.2101E+00002  0.3489E+00003  0.5485E+00002  0.3562E+00002  0.2615E+00000  0.9085E-00004
 0.4310E-00010  0.1963E+00002  0.3368E+00003  0.5371E+00002  0.3357E+00002  0.2419E+00000  0.9069E-00004
 0.4006E-00010  0.1834E+00002  0.3251E+00003  0.5258E+00002  0.3165E+00002  0.2239E+00000  0.9053E-00004
 0.3723E-00010  0.1713E+00002  0.3138E+00003  0.5148E+00002  0.2983E+00002  0.2072E+00000  0.9036E-00004
 0.3460E-00010  0.1600E+00002  0.3029E+00003  0.5039E+00002  0.2812E+00002  0.1917E+00000  0.9020E-00004
 0.3216E-00010  0.1495E+00002  0.2924E+00003  0.4933E+00002  0.2651E+00002  0.1774E+00000  0.9004E-00004
 0.2989E-00010  0.1397E+00002  0.2822E+00003  0.4829E+00002  0.2499E+00002  0.1641E+00000  0.8987E-00004
 0.2778E-00010  0.1305E+00002  0.2724E+00003  0.4726E+00002  0.2356E+00002  0.1519E+00000  0.8971E-00004
 0.2582E-00010  0.1219E+00002  0.2630E+00003  0.4626E+00002  0.2221E+00002  0.1405E+00000  0.8955E-00004
 0.2400E-00010  0.1139E+00002  0.2539E+00003  0.4527E+00002  0.2093E+00002  0.1300E+00000  0.8939E-00004
 0.2230E-00010  0.1064E+00002  0.2450E+00003  0.4430E+00002  0.1973E+00002  0.1203E+00000  0.8923E-00004
 0.2073E-00010  0.9940E+00001  0.2365E+00003  0.4335E+00002  0.1860E+00002  0.1113E+00000  0.8907E-00004
 0.1927E-00010  0.9286E+00001  0.2283E+00003  0.4242E+00002  0.1753E+00002  0.1030E+00000  0.8891E-00004
 0.1791E-00010  0.8675E+00001  0.2204E+00003  0.4151E+00002  0.1653E+00002  0.9533E-00001  0.8875E-00004
 0.1664E-00010  0.8104E+00001  0.2127E+00003  0.4062E+00002  0.1558E+00002  0.8821E-00001  0.8859E-00004
 0.1547E-00010  0.7571E+00001  0.2054E+00003  0.3974E+00002  0.1469E+00002  0.8163E-00001  0.8843E-00004
 0.1438E-00010  0.7073E+00001  0.1982E+00003  0.3888E+00002  0.1384E+00002  0.7553E-00001  0.8827E-00004
 0.1336E-00010  0.6608E+00001  0.1913E+00003  0.3803E+00002  0.1305E+00002  0.6989E-00001  0.8811E-00004
 0.1242E-00010  0.6173E+00001  0.1847E+00003  0.3721E+00002  0.1230E+00002  0.6467E-00001  0.8795E-00004
 0.1154E-00010  0.5767E+00001  0.1783E+00003  0.3640E+00002  0.1160E+00002  0.5984E-00001  0.8779E-00004
 0.1073E-00010  0.5388E+00001  0.1721E+00003  0.3560E+00002  0.1093E+00002  0.5537E-00001  0.8763E-00004
 0.9972E-00011  0.5033E+00001  0.1661E+00003  0.3482E+00002  0.1030E+00002  0.5124E-00001  0.8747E-00004
 0.9268E-00011  0.4702E+00001  0.1603E+00003  0.3406E+00002  0.9713E+00001  0.4741E-00001  0.8732E-00004
 0.8614E-00011  0.4393E+00001  0.1548E+00003  0.3331E+00002  0.9156E+00001  0.4387E-00001  0.8716E-00004
 0.8006E-00011  0.4104E+00001  0.1494E+00003  0.3258E+00002  0.8631E+00001  0.4060E-00001  0.8700E-00004
 0.7441E-00011  0.3834E+00001  0.1442E+00003  0.3186E+00002  0.8136E+00001  0.3757E-00001  0.8684E-00004
 0.6916E-00011  0.3582E+00001  0.1392E+00003  0.3116E+00002  0.7670E+00001  0.3476E-00001  0.8669E-00004
 0.6428E-00011  0.3346E+00001  0.1344E+00003  0.3047E+00002  0.7230E+00001  0.3216E-00001  0.8653E-00004
 0.5974E-00011  0.3126E+00001  0.1297E+00003  0.2980E+00002  0.6815E+00001  0.2976E-00001  0.8637E-00004
 0.5553E-00011  0.2920E+00001  0.1252E+00003  0.2914E+00002  0.6424E+00001  0.2754E-00001  0.8622E-00004
 0.5161E-00011  0.2728E+00001  0.1208E+00003  0.2849E+00002  0.6056E+00001  0.2548E-00001  0.8606E-00004
 0.4797E-00011  0.2549E+00001  0.1166E+00003  0.2786E+00002  0.5709E+00001  0.2358E-00001  0.8591E-00004
 0.4458E-00011  0.2381E+00001  0.1126E+00003  0.2724E+00002  0.5381E+00001  0.2182E-00001  0.8575E-00004
 0.4143E-00011  0.2225E+00001  0.1087E+00003  0.2663E+00002  0.5073E+00001  0.2019E-00001  0.8560E-00004
 0.3851E-00011  0.2078E+00001  0.1049E+00003  0.2603E+00002  0.4782E+00001  0.1868E-00001  0.8544E-00004
 0.3579E-00011  0.1941E+00001  0.1013E+00003  0.2545E+00002  0.4508E+00001  0.1729E-00001  0.8529E-00004
 0.3327E-00011  0.1814E+00001  0.9775E+00002  0.2488E+00002  0.4249E+00001  0.1600E-00001  0.8514E-00004
 0.3092E-00011  0.1694E+00001  0.9435E+00002  0.2432E+00002  0.4005E+00001  0.1480E-00001  0.8498E-00004
 0.2874E-00011  0.1583E+00001  0.9107E+00002  0.2378E+00002  0.3776E+00001  0.1370E-00001  0.8483E-00004
 0.2671E-00011  0.1479E+00001  0.8791E+00002  0.2324E+00002  0.3559E+00001  0.1267E-00001  0.8468E-00004
 0.2482E-00011  0.1382E+00001  0.8486E+00002  0.2272E+00002  0.3355E+00001  0.1173E-00001  0.8452E-00004
 0.2307E-00011  0.1291E+00001  0.8191E+00002  0.2221E+00002  0.3163E+00001  0.1085E-00001  0.8437E-00004
 0.2144E-00011  0.1206E+00001  0.7906E+00002  0.2171E+00002  0.2981E+00001  0.1004E-00001  0.8422E-00004
 0.1993E-00011  0.1126E+00001  0.7632E+00002  0.2121E+00002  0.2810E+00001  0.9292E-00002  0.8407E-00004
 0.1852E-00011  0.1052E+00001  0.7367E+00002  0.2073E+00002  0.2649E+00001  0.8598E-00002  0.8391E-00004
 0.1722E-00011  0.9832E+00000  0.7111E+00002  0.2026E+00002  0.2497E+00001  0.7956E-00002  0.8376E-00004
 0.1600E-00011  0.9185E+00000  0.6864E+00002  0.1980E+00002  0.2354E+00001  0.7362E-00002  0.8361E-00004
 0.1487E-00011  0.8581E+00000  0.6625E+00002  0.1936E+00002  0.2219E+00001  0.6812E-00002  0.8346E-00004
 0.1382E-00011  0.8016E+00000  0.6395E+00002  0.1892E+00002  0.2092E+00001  0.6303E-00002  0.8331E-00004
 0.1285E-00011  0.7489E+00000  0.6173E+00002  0.1848E+00002  0.1972E+00001  0.5833E-00002  0.8316E-00004
 0.1194E-00011  0.6996E+00000  0.5958E+00002  0.1806E+00002  0.1859E+00001  0.5397E-00002  0.8301E-00004
 0.1110E-00011  0.6536E+00000  0.5751E+00002  0.1765E+00002  0.1752E+00001  0.4994E-00002  0.8286E-00004
 0.1031E-00011  0.6106E+00000  0.5551E+00002  0.1725E+00002  0.1652E+00001  0.4621E-00002  0.8271E-00004
 0.9587E-00012  0.5704E+00000  0.5359E+00002  0.1685E+00002  0.1557E+00001  0.4276E-00002  0.8256E-00004
 0.8910E-00012  0.5329E+00000  0.5172E+00002  0.1647E+00002  0.1468E+00001  0.3957E-00002  0.8241E-00004
 0.8282E-00012  0.4979E+00000  0.4993E+00002  0.1609E+00002  0.1383E+00001  0.3661E-00002  0.8226E-00004
 0.7697E-00012  0.4651E+00000  0.4819E+00002  0.1572E+00002  0.1304E+00001  0.3388E-00002  0.8212E-00004
 0.7154E-00012  0.4345E+00000  0.4652E+00002  0.1536E+00002  0.1229E+00001  0.3135E-00002  0.8197E-00004
 0.6649E-00012  0.4059E+00000  0.4490E+00002  0.1501E+00002  0.1159E+00001  0.2901E-00002  0.8182E-00004
 0.6180E-00012  0.3792E+00000  0.4334E+00002  0.1466E+00002  0.1092E+00001  0.2684E-00002  0.8167E-00004
 0.5744E-00012  0.3543E+00000  0.4183E+00002  0.1433E+00002  0.1030E+00001  0.2484E-00002  0.8152E-00004
 0.5338E-00012  0.3310E+00000  0.4038E+00002  0.1400E+00002  0.9707E+00000  0.2298E-00002  0.8138E-00004
 0.4962E-00012  0.3092E+00000  0.3898E+00002  0.1367E+00002  0.9150E+00000  0.2127E-00002  0.8123E-00004
 0.4612E-00012  0.2889E+00000  0.3762E+00002  0.1336E+00002  0.8625E+00000  0.1968E-00002  0.8108E-00004
 0.4286E-00012  0.2699E+00000  0.3632E+00002  0.1305E+00002  0.8131E+00000  0.1821E-00002  0.8094E-00004
 0.3984E-00012  0.2521E+00000  0.3505E+00002  0.1275E+00002  0.7664E+00000  0.1685E-00002  0.8079E-00004
 0.3702E-00012  0.2355E+00000  0.3384E+00002  0.1245E+00002  0.7225E+00000  0.1559E-00002  0.8065E-00004
 0.3441E-00012  0.2200E+00000  0.3266E+00002  0.1216E+00002  0.6811E+00000  0.1443E-00002  0.8050E-00004
 0.3198E-00012  0.2056E+00000  0.3153E+00002  0.1188E+00002  0.6420E+00000  0.1335E-00002  0.8036E-00004
 0.2973E-00012  0.1920E+00000  0.3043E+00002  0.1161E+00002  0.6052E+00000  0.1235E-00002  0.8021E-00004
 0.2763E-00012  0.1794E+00000  0.2937E+00002  0.1134E+00002  0.5705E+00000  0.1143E-00002  0.8007E-00004
 0.2568E-00012  0.1676E+00000  0.2835E+00002  0.1107E+00002  0.5378E+00000  0.1058E-00002  0.7992E-00004
 0.2387E-00012  0.1566E+00000  0.2737E+00002  0.1082E+00002  0.5069E+00000  0.9787E-00003  0.7978E-00004
 0.2218E-00012  0.1463E+00000  0.2642E+00002  0.1057E+00002  0.4778E+00000  0.9057E-00003  0.7963E-00004
 0.2062E-00012  0.1367E+00000  0.2550E+00002  0.1032E+00002  0.4504E+00000  0.8380E-00003  0.7949E-00004
 0.1916E-00012  0.1277E+00000  0.2461E+00002  0.1008E+00002  0.4246E+00000  0.7755E-00003  0.7935E-00004
 0.1781E-00012  0.1193E+00000  0.2376E+00002  0.9845E+00001  0.4003E+00000  0.7175E-00003  0.7920E-00004
 0.1655E-00012  0.1114E+00000  0.2293E+00002  0.9615E+00001  0.3773E+00000  0.6640E-00003  0.7906E-00004
 0.1538E-00012  0.1041E+00000  0.2213E+00002  0.9391E+00001  0.3557E+00000  0.6144E-00003  0.7892E-00004
 0.1430E-00012  0.9725E-00001  0.2137E+00002  0.9172E+00001  0.3353E+00000  0.5685E-00003  0.7877E-00004
 0.1329E-00012  0.9085E-00001  0.2062E+00002  0.8958E+00001  0.3160E+00000  0.5261E-00003  0.7863E-00004
 0.1235E-00012  0.8487E-00001  0.1991E+00002  0.8748E+00001  0.2979E+00000  0.4868E-00003  0.7849E-00004
 0.1148E-00012  0.7929E-00001  0.1921E+00002  0.8543E+00001  0.2808E+00000  0.4504E-00003  0.7835E-00004
 0.1067E-00012  0.7408E-00001  0.1855E+00002  0.8343E+00001  0.2647E+00000  0.4168E-00003  0.7821E-00004
 0.9917E-00013  0.6920E-00001  0.1790E+00002  0.8148E+00001  0.2495E+00000  0.3857E-00003  0.7807E-00004
 0.9217E-00013  0.6465E-00001  0.1728E+00002  0.7957E+00001  0.2352E+00000  0.3569E-00003  0.7793E-00004
 0.8567E-00013  0.6040E-00001  0.1668E+00002  0.7771E+00001  0.2217E+00000  0.3302E-00003  0.7779E-00004
 0.7962E-00013  0.5642E-00001  0.1610E+00002  0.7588E+00001  0.2090E+00000  0.3056E-00003  0.7765E-00004
 0.7400E-00013  0.5271E-00001  0.1554E+00002  0.7410E+00001  0.1970E+00000  0.2827E-00003  0.7751E-00004
 0.6878E-00013  0.4925E-00001  0.1500E+00002  0.7236E+00001  0.1857E+00000  0.2616E-00003  0.7737E-00004
 0.6393E-00013  0.4601E-00001  0.1448E+00002  0.7066E+00001  0.1751E+00000  0.2421E-00003  0.7723E-00004
 0.5942E-00013  0.4298E-00001  0.1398E+00002  0.6900E+00001  0.1650E+00000  0.2240E-00003  0.7709E-00004
 0.5522E-00013  0.4015E-00001  0.1349E+00002  0.6737E+00001  0.1556E+00000  0.2073E-00003  0.7695E-00004
 0.5133E-00013  0.3751E-00001  0.1302E+00002  0.6579E+00001  0.1467E+00000  0.1918E-00003  0.7681E-00004
 0.4770E-00013  0.3504E-00001  0.1257E+00002  0.6424E+00001  0.1383E+00000  0.1775E-00003  0.7667E-00004
 0.4434E-00013  0.3274E-00001  0.1213E+00002  0.6273E+00001  0.1303E+00000  0.1642E-00003  0.7653E-00004
 0.4121E-00013  0.3059E-00001  0.1171E+00002  0.6125E+00001  0.1228E+00000  0.1520E-00003  0.7639E-00004
 0.3830E-00013  0.2857E-00001  0.1130E+00002  0.5980E+00001  0.1158E+00000  0.1406E-00003  0.7626E-00004
 0.3560E-00013  0.2669E-00001  0.1091E+00002  0.5839E+00001  0.1092E+00000  0.1301E-00003  0.7612E-00004
 0.3308E-00013  0.2494E-00001  0.1053E+00002  0.5701E+00001  0.1029E+00000  0.1204E-00003  0.7598E-00004
 0.3075E-00013  0.2330E-00001  0.1017E+00002  0.5567E+00001  0.9700E-00001  0.1114E-00003  0.7584E-00004
 0.2858E-00013  0.2176E-00001  0.9812E+00001  0.5435E+00001  0.9144E-00001  0.1031E-00003  0.7571E-00004
 0.2656E-00013  0.2033E-00001  0.9471E+00001  0.5307E+00001  0.8619E-00001  0.9540E-00004  0.7557E-00004
 0.2469E-00013  0.1900E-00001  0.9142E+00001  0.5181E+00001  0.8125E-00001  0.9522E-00004  0.7543E-00004
 0.2295E-00013  0.1775E-00001  0.8825E+00001  0.5058E+00001  0.7659E-00001  0.9505E-00004  0.7530E-00004
 0.2133E-00013  0.1658E-00001  0.8518E+00001  0.4939E+00001  0.7220E-00001  0.9488E-00004  0.7516E-00004
 0.1982E-00013  0.1549E-00001  0.8222E+00001  0.4822E+00001  0.6806E-00001  0.9471E-00004  0.7503E-00004
 0.1842E-00013  0.1447E-00001  0.7936E+00001  0.4707E+00001  0.6416E-00001  0.9454E-00004  0.7489E-00004
 0.1712E-00013  0.1352E-00001  0.7660E+00001  0.4596E+00001  0.6048E-00001  0.9437E-00004  0.7476E-00004
 0.1591E-00013  0.1263E-00001  0.7394E+00001  0.4487E+00001  0.5701E-00001  0.9420E-00004  0.7462E-00004
 0.1479E-00013  0.1180E-00001  0.7137E+00001  0.4380E+00001  0.5374E-00001  0.9403E-00004  0.7449E-00004
 0.1375E-00013  0.1102E-00001  0.6889E+00001  0.4276E+00001  0.5066E-00001  0.9386E-00004  0.7435E-00004
 0.1278E-00013  0.1030E-00001  0.6650E+00001  0.4175E+00001  0.4775E-00001  0.9369E-00004  0.7422E-00004
 0.1188E-00013  0.9619E-00002  0.6419E+00001  0.4076E+00001  0.4501E-00001  0.9352E-00004  0.7408E-00004
 0.1104E-00013  0.8986E-00002  0.6196E+00001  0.3979E+00001  0.4243E-00001  0.9335E-00004  0.7395E-00004
 0.1026E-00013  0.8395E-00002  0.5980E+00001  0.3884E+00001  0.4000E-00001  0.9318E-00004  0.7382E-00004
 0.9535E-00014  0.7843E-00002  0.5772E+00001  0.3792E+00001  0.3770E-00001  0.9301E-00004  0.7368E-00004
 0.8862E-00014  0.7327E-00002  0.5572E+00001  0.3702E+00001  0.3554E-00001  0.9285E-00004  0.7355E-00004
 0.8236E-00014  0.6845E-00002  0.5378E+00001  0.3614E+00001  0.3350E-00001  0.9268E-00004  0.7342E-00004
 0.7655E-00014  0.6395E-00002  0.5191E+00001  0.3528E+00001  0.3158E-00001  0.9251E-00004  0.7329E-00004
 0.7115E-00014  0.5974E-00002  0.5011E+00001  0.3444E+00001  0.2977E-00001  0.9235E-00004  0.7315E-00004
 0.6613E-00014  0.5581E-00002  0.4837E+00001  0.3362E+00001  0.2806E-00001  0.9218E-00004  0.7302E-00004
 0.6146E-00014  0.5214E-00002  0.4669E+00001  0.3282E+00001  0.2645E-00001  0.9201E-00004  0.7289E-00004
 0.5712E-00014  0.4871E-00002  0.4506E+00001  0.3203E+00001  0.2494E-00001  0.9185E-00004  0.7276E-00004
 0.5309E-00014  0.4551E-00002  0.4350E+00001  0.3127E+00001  0.2351E-00001  0.9168E-00004  0.7263E-00004
 0.4935E-00014  0.4251E-00002  0.4199E+00001  0.3052E+00001  0.2216E-00001  0.9152E-00004  0.7250E-00004
 0.4586E-00014  0.3972E-00002  0.4053E+00001  0.2980E+00001  0.2089E-00001  0.9135E-00004  0.7237E-00004
 0.4263E-00014  0.3710E-00002  0.3912E+00001  0.2908E+00001  0.1969E-00001  0.9119E-00004  0.7223E-00004
 0.3962E-00014  0.3466E-00002  0.3776E+00001  0.2839E+00001  0.1856E-00001  0.9102E-00004  0.7210E-00004
 0.3682E-00014  0.3238E-00002  0.3645E+00001  0.2771E+00001  0.1750E-00001  0.9086E-00004  0.7197E-00004
 0.3422E-00014  0.3025E-00002  0.3518E+00001  0.2705E+00001  0.1649E-00001  0.9069E-00004  0.7184E-00004
 0.3181E-00014  0.2826E-00002  0.3396E+00001  0.2640E+00001  0.1555E-00001  0.9053E-00004  0.7171E-00004
 0.2956E-00014  0.2640E-00002  0.3278E+00001  0.2577E+00001  0.1466E-00001  0.9037E-00004  0.7159E-00004
 0.2748E-00014  0.2467E-00002  0.3164E+00001  0.2516E+00001  0.1382E-00001  0.9020E-00004  0.7146E-00004
 0.2554E-00014  0.2304E-00002  0.3054E+00001  0.2456E+00001  0.1302E-00001  0.9004E-00004  0.7133E-00004
 0.2374E-00014  0.2153E-00002  0.2948E+00001  0.2397E+00001  0.1228E-00001  0.8988E-00004  0.7120E-00004
 0.2206E-00014  0.2011E-00002  0.2845E+00001  0.2339E+00001  0.1157E-00001  0.8972E-00004  0.7107E-00004
 0.2050E-00014  0.1879E-00002  0.2746E+00001  0.2283E+00001  0.1091E-00001  0.8955E-00004  0.7094E-00004
 0.1906E-00014  0.1755E-00002  0.2651E+00001  0.2229E+00001  0.1028E-00001  0.8939E-00004  0.7081E-00004
 0.1771E-00014  0.1640E-00002  0.2559E+00001  0.2175E+00001  0.9693E-00002  0.8923E-00004  0.7069E-00004
 0.1646E-00014  0.1532E-00002  0.2470E+00001  0.2123E+00001  0.9137E-00002  0.8907E-00004  0.7056E-00004
 0.1530E-00014  0.1431E-00002  0.2384E+00001  0.2072E+00001  0.8613E-00002  0.8891E-00004  0.7043E-00004
 0.1422E-00014  0.1337E-00002  0.2301E+00001  0.2023E+00001  0.8119E-00002  0.8875E-00004  0.7030E-00004
 0.1322E-00014  0.1249E-00002  0.2221E+00001  0.1974E+00001  0.7654E-00002  0.8859E-00004  0.7018E-00004
 0.1228E-00014  0.1167E-00002  0.2144E+00001  0.1927E+00001  0.7215E-00002  0.8843E-00004  0.7005E-00004
 0.1142E-00014  0.1090E-00002  0.2070E+00001  0.1881E+00001  0.6801E-00002  0.8827E-00004  0.6992E-00004
 0.1061E-00014  0.1018E-00002  0.1998E+00001  0.1836E+00001  0.6411E-00002  0.8811E-00004  0.6980E-00004
 0.9863E-00015  0.9515E-00003  0.1928E+00001  0.1792E+00001  0.6043E-00002  0.8795E-00004  0.6967E-00004
 0.9167E-00015  0.8889E-00003  0.1861E+00001  0.1749E+00001  0.5697E-00002  0.8779E-00004  0.6955E-00004
 0.8520E-00015  0.8304E-00003  0.1796E+00001  0.1707E+00001  0.5370E-00002  0.8763E-00004  0.6942E-00004
 0.7919E-00015  0.7758E-00003  0.1734E+00001  0.1666E+00001  0.5062E-00002  0.8748E-00004  0.6930E-00004
 0.7360E-00015  0.7248E-00003  0.1674E+00001  0.1626E+00001  0.4772E-00002  0.8732E-00004  0.6917E-00004
 0.6840E-00015  0.6771E-00003  0.1616E+00001  0.1587E+00001  0.4498E-00002  0.8716E-00004  0.6905E-00004
 0.6358E-00015  0.6325E-00003  0.1559E+00001  0.1548E+00001  0.4240E-00002  0.8700E-00004  0.6892E-00004
 0.5909E-00015  0.5909E-00003  0.1505E+00001  0.1511E+00001  0.3997E-00002  0.8685E-00004  0.6880E-00004
 0.5492E-00015  0.5521E-00003  0.1453E+00001  0.1475E+00001  0.3768E-00002  0.8669E-00004  0.6867E-00004
 0.5104E-00015  0.5157E-00003  0.1402E+00001  0.1439E+00001  0.3552E-00002  0.8653E-00004  0.6855E-00004
 0.4744E-00015  0.4818E-00003  0.1354E+00001  0.1405E+00001  0.3348E-00002  0.8638E-00004  0.6843E-00004
 0.4409E-00015  0.4501E-00003  0.1307E+00001  0.1371E+00001  0.3156E-00002  0.8622E-00004  0.6830E-00004
 0.4098E-00015  0.4208E-00003  0.1261E+00001  0.1338E+00001  0.2975E-00002  0.8607E-00004  0.6818E-00004
 0.3809E-00015  0.3934E-00003  0.1217E+00001  0.1306E+00001  0.2804E-00002  0.8591E-00004  0.6806E-00004
 0.3540E-00015  0.3678E-00003  0.1175E+00001  0.1274E+00001  0.2644E-00002  0.8576E-00004  0.6793E-00004
 0.3290E-00015  0.3436E-00003  0.1134E+00001  0.1244E+00001  0.2492E-00002  0.8560E-00004  0.6781E-00004
 0.3058E-00015  0.3210E-00003  0.1095E+00001  0.1214E+00001  0.2349E-00002  0.8545E-00004  0.6769E-00004
 0.2842E-00015  0.2999E-00003  0.1057E+00001  0.1185E+00001  0.2214E-00002  0.8529E-00004  0.6757E-00004
 0.2642E-00015  0.2802E-00003  0.1020E+00001  0.1156E+00001  0.2087E-00002  0.8514E-00004  0.6744E-00004
 0.2455E-00015  0.2618E-00003  0.9846E+00000  0.1128E+00001  0.1968E-00002  0.8498E-00004  0.6732E-00004
 0.2282E-00015  0.2445E-00003  0.9504E+00000  0.1101E+00001  0.1855E-00002  0.8483E-00004  0.6720E-00004
 0.2121E-00015  0.2284E-00003  0.9174E+00000  0.1074E+00001  0.1748E-00002  0.8468E-00004  0.6708E-00004
 0.1971E-00015  0.2134E-00003  0.8855E+00000  0.1049E+00001  0.1648E-00002  0.8453E-00004  0.6696E-00004
 0.1832E-00015  0.1994E-00003  0.8547E+00000  0.1023E+00001  0.1554E-00002  0.8437E-00004  0.6684E-00004
 0.1703E-00015  0.1863E-00003  0.8250E+00000  0.9986E+00000  0.1465E-00002  0.8422E-00004  0.6672E-00004
 0.1583E-00015  0.1740E-00003  0.7964E+00000  0.9745E+00000  0.1381E-00002  0.8407E-00004  0.6660E-00004
 0.1471E-00015  0.1626E-00003  0.7687E+00000  0.9510E+00000  0.1301E-00002  0.8392E-00004  0.6648E-00004
 0.1367E-00015  0.1519E-00003  0.7420E+00000  0.9280E+00000  0.1227E-00002  0.8377E-00004  0.6636E-00004
 0.1271E-00015  0.1419E-00003  0.7162E+00000  0.9056E+00000  0.1156E-00002  0.8361E-00004  0.6624E-00004
 0.1181E-00015  0.1325E-00003  0.6913E+00000  0.8838E+00000  0.1090E-00002  0.8346E-00004  0.6612E-00004
 0.1098E-00015  0.1238E-00003  0.6673E+00000  0.8624E+00000  0.1028E-00002  0.8331E-00004  0.6600E-00004
 0.1020E-00015  0.1157E-00003  0.6441E+00000  0.8416E+00000  0.9687E-00003  0.8316E-00004  0.6588E-00004
 0.9482E-00016  0.1081E-00003  0.6217E+00000  0.8213E+00000  0.9131E-00003  0.8301E-00004  0.6576E-00004
 0.8813E-00016  0.1010E-00003  0.6001E+00000  0.8014E+00000  0.8608E-00003  0.8286E-00004  0.6564E-00004
 0.8191E-00016  0.9432E-00004  0.5792E+00000  0.7821E+00000  0.8114E-00003  0.8271E-00004  0.6552E-00004
 0.7613E-00016  0.9407E-00004  0.5591E+00000  0.7632E+00000  0.7649E-00003  0.8256E-00004  0.6541E-00004
 0.7076E-00016  0.9381E-00004  0.5397E+00000  0.7448E+00000  0.7210E-00003  0.8242E-00004  0.6529E-00004
 0.6577E-00016  0.9356E-00004  0.5209E+00000  0.7268E+00000  0.6796E-00003  0.8227E-00004  0.6517E-00004
 0.6112E-00016  0.9331E-00004  0.5028E+00000  0.7092E+00000  0.6407E-00003  0.8212E-00004  0.6505E-00004
 0.5681E-00016  0.9305E-00004  0.4853E+00000  0.6920E+00000  0.6039E-00003  0.8197E-00004  0.6493E-00004
 0.5280E-00016  0.9280E-00004  0.4685E+00000  0.6753E+00000  0.5693E-00003  0.8182E-00004  0.6482E-00004
 0.4908E-00016  0.9255E-00004  0.4522E+00000  0.6590E+00000  0.5366E-00003  0.8167E-00004  0.6470E-00004
 0.4561E-00016  0.9230E-00004  0.4365E+00000  0.6430E+00000  0.5059E-00003  0.8153E-00004  0.6458E-00004
 0.4239E-00016  0.9205E-00004  0.4213E+00000  0.6275E+00000  0.4769E-00003  0.8138E-00004  0.6447E-00004
 0.3940E-00016  0.9180E-00004  0.4067E+00000  0.6123E+00000  0.4495E-00003  0.8123E-00004  0.6435E-00004
 0.3662E-00016  0.9155E-00004  0.3925E+00000  0.5975E+00000  0.4237E-00003  0.8109E-00004  0.6423E-00004
 0.3404E-00016  0.9131E-00004  0.3789E+00000  0.5830E+00000  0.3994E-00003  0.8094E-00004  0.6412E-00004
 0.3163E-00016  0.9106E-00004  0.3657E+00000  0.5689E+00000  0.3765E-00003  0.8079E-00004  0.6400E-00004
 0.2940E-00016  0.9081E-00004  0.3530E+00000  0.5552E+00000  0.3549E-00003  0.8065E-00004  0.6389E-00004
 0.2733E-00016  0.9057E-00004  0.3407E+00000  0.5417E+00000  0.3346E-00003  0.8050E-00004  0.6377E-00004
 0.2540E-00016  0.9032E-00004  0.3289E+00000  0.5286E+00000  0.3154E-00003  0.8036E-00004  0.6366E-00004
 0.2361E-00016  0.9008E-00004  0.3175E+00000  0.5158E+00000  0.2973E-00003  0.8021E-00004  0.6354E-00004
 0.2194E-00016  0.8983E-00004  0.3064E+00000  0.5033E+00000  0.2803E-00003  0.8007E-00004  0.6343E-00004
 0.2039E-00016  0.8959E-00004  0.2958E+00000  0.4911E+00000  0.2642E-00003  0.7992E-00004  0.6331E-00004
 0.1895E-00016  0.8935E-00004  0.2855E+00000  0.4792E+00000  0.2639E-00003  0.7978E-00004  0.6320E-00004
 0.1762E-00016  0.8911E-00004  0.2756E+00000  0.4676E+00000  0.2637E-00003  0.7964E-00004  0.6309E-00004
 0.1637E-00016  0.8886E-00004  0.2660E+00000  0.4563E+00000  0.2635E-00003  0.7949E-00004  0.6297E-00004
 0.1522E-00016  0.8862E-00004  0.2568E+00000  0.4452E+00000  0.2632E-00003  0.7935E-00004  0.6286E-00004
 0.1414E-00016  0.8838E-00004  0.2478E+00000  0.4344E+00000  0.2630E-00003  0.7921E-00004  0.6274E-00004
 0.1314E-00016  0.8815E-00004  0.2392E+00000  0.4239E+00000  0.2628E-00003  0.7906E-00004  0.6263E-00004
 0.1222E-00016  0.8791E-00004  0.2309E+00000  0.4136E+00000  0.2625E-00003  0.7892E-00004  0.6252E-00004
 0.1136E-00016  0.8767E-00004  0.2229E+00000  0.4036E+00000  0.2623E-00003  0.7878E-00004  0.6241E-00004
